0	1	a	@USER you are a lying corrupt traitor!!! Nobody wants to hear anymore of your lies!!! #DeepStateCorruption URL
1	0	a	@USER When are the Republicans going to learn that Democrats hate conservatives .Vote  Thursday
2	1	a	@USER I didn’t tweet this lol I needa get my Twitter off this shit
3	1	a	A bitch is complaining to corporate about me in our lobby lmaooo
4	1	a	@USER @USER She is full of bunk.
5	1	a	@USER Fuckkk 😂😂 I know I seen bitch that’s a slapper lmao
6	1	a	@USER John Podesta is a spirit cooking pedo. Here's a photo of him and Valerie Jarrett in a rather compromising situation.  #MAGA #qanon #DrainTheDeepState #DrainTheSwamp URL
7	2	a	@USER I love the way this pisses off liberals. URL
8	2	a	@USER Niggaz buying pussy bitches trying to buy love...
9	1	a	@USER @USER Bitch shut up he building his self esteem
10	2	a	@USER Why of course. Liberals reject truth and accept falsehoods. That's why they don't believe Kanaugh and believe Ellison.
11	1	a	@USER IM GOING HARDCORE BITCH
12	1	a	@USER Both sides have promised wall SINCE ever y should ANYONE BELIEVE ANYTHING THEY SAY????? ?promised since 1986
13	1	a	@USER Sam was singing and they DiDNT tell her to stop singing and she thanked them!! Unbelievable!!! Who the hell is she talking to?! It's bad enough when she is talking to one of the houseguest !! But to keep talking to herself! Wonder what her family think about her going nuts!
14	0	a	@USER @USER LMAO....YOU SUCK NFL
15	2	a	@USER I don't know anything about the kkk although I believe the democrats fund them like they always did.  I think the Dems main terror group these days is antifa.
16	1	a	@USER @USER Queen Of Rap 😛 Other Bitches can knot relate
17	2	a	@USER @USER Popular side doesn’t equal winning side. Facts are that private schools do a much better job educating students than public schools. Public school teachers get unfair perks that they don’t deserve. It’s unfair to private school teachers.
18	1	a	@USER You are TRIPPIN. Stop jumping to conclusions.
19	1	a	@USER And honestly it’s ridiculous.. you are grocery shopping there is no need to be like That
20	2	a	@USER @USER @USER Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss
21	1	a	@USER @USER @USER Are you saying he is a turkey chocker 😶
22	2	a	@USER @USER #nope... With Mm no way...maybe is time to ask Sky what has gone wrong? Because #Foster from CNN have the book first than KP tweeted about the book...  Liberals... From Trump for Americans to Mm for British... I don't known who is worst
23	2	a	@USER @USER @USER The Democrats are so desperate all those ppl threatening Sen Collins are from CA. They will do anything to delay or halt confirmation and @USER re-election is on the line she is desperate. The ppl &amp; GOP are quite aware of what is going on.
24	1	a	@USER Then your gonna get bitten
