0	0	a	@USER I hope she stays safe and she is a brave soul. I'm on the coast of NC and will be staying put for now. I am scared but I can't leave without my hubs. He has to stay and man the prison he works for.
1	1	a	@USER @USER Don’t ever stop lil ma *COUGH* “eddandflow” *COUGH* oh shit is that my Snapchat how’d that slip out?!  ...add me 🙏🏼😩
2	1	a	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!
3	1	a	@USER Even if the devil did make every single one of those priests rape children... Why does the pope refuse to condemn it? Why didn't he remove from leadership the rapist brought to him?
4	0	a	@USER So will this all be hidden like the liberals hid everyrhing about the failed Nipigon bridge?!?! Huh? Our money and we are barred from the truth sickens me. They are communists
5	0	a	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ryan's wife was from a famously conservative Blue Dog Democrat family in Oklahoma. The conservatives that have left the Dems. She herself has always known to be conservative. She campaigned against Obama nationally in '08 and '12. URL
6	0	a	@USER please be aware that the following person who has confirmed attending fordfestND is the guest list ,  is Canada's top antifa anarchist and intends to disrupt event . His name is Alex hundert  URL
7	0	a	@USER Yep this is the world the liberals want to live in.
8	0	a	@USER Well your a tool for the liberals so I’m not surprised you don’t see. Pretty much a tool in general...
9	1	a	@USER @USER @USER I should wash your mouth out with soap for saying that! I have the utmost respect and admiration for our cops. I don’t have that for dirt bags who would break into my home.  Gun control means a steady hand not an empty one. Go talk to Antifa buddies about being a drain
10	1	a	@USER Sucks
11	1	a	@USER This game sucks donkey balls
12	0	a	"@USER Al Franken had a photo of him assaulting a woman and liberals called it mock groping"". The woman accusing Kavanaugh already changed her story from four guys to two at the alleged incident and won't even testify."""
13	0	a	@USER @USER @USER @USER It’s called educating liberals.
14	1	a	@USER He and Obama must be copying each other does any democrat have their own thought PLEASE !!!
15	1	a	@USER Another dumbass Democrat. One thing you have to say about this president is he’s not lazy. Another bullshit story as usual
16	0	a	@USER @USER Gun control anyone? #DisarmHate
17	1	a	#VA10 voters know @USER is the right side of the gun issue. Gun control or gun rights? The answer may help determine whether NRA-financed Rep. Comstock wins reelection URL
18	1	a	"@USER @USER Let's focus on Kavanaugh. Bringing up other cases to make an argument about hypocrisy is irrelevant. It's like saying, Let's not investigate this bank robbery because liberals have robbed other banks."" Try to focus."""
19	0	a	@USER If bobby is fit thats exactly what i would say but not sure if he is or not
20	1	a	"@USER You can probably imagine all the SJW snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the 21st century."""
21	1	a	@USER Fuck u
22	0	a	@USER Funny how liberals and liberal stars hate the folks that make them and give them the very fame and power which they can’t live without
23	0	a	@USER You are too kind sweetie x
24	1	a	@USER Gonna be a bitch to re-write this one.
25	0	a	@USER @USER @USER That means you are a max lvl. Twitter user and maybe should try a new game
26	0	a	@USER @USER Yup hahaha she is cute
27	0	a	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Rich you are my OG follower..i had 2 311 fans follow me first but they have hardly ever tweeted..so u get the honors
28	1	a	WTC This is a threat!!! ..@USER #Maga #QAnon #WakeUpAmerica URL
29	1	a	@USER you are a lying corrupt traitor!!! Nobody wants to hear anymore of your lies!!! #DeepStateCorruption URL
30	0	a	@USER Yes!!! Love it! You are gold! 🙏🏻❤️🙏🏻
31	0	a	Amazon is investigating Chinese employees who are selling internal data to third-party sellers looking for an edge in the competitive marketplace. URL #Amazon #MAGA #KAG #CHINA #TCOT
32	0	a	@USER @USER @USER @USER @USER Antifa- haha it’s not exactly a big movement but ok.
33	1	a	@USER @USER California gun control is direct result of white people scared of Black Panthers using their right to bear arms. NRA had no problem with that gun control!
34	1	a	@USER I suppose you think the way liberals attacked Sarah Palin was courageous also. You’re just another hypocrite.
35	1	a	@USER @USER LMAO....YOU SUCK NFL
36	1	a	@USER @USER @USER @USER @USER I did not admit anything! Read my Tweet again please! English is my 3rd language but I am rather good at it! Antifa are the Nazis! They can name them self the Messiah they would still be thugs fighting against freedom and free speach! BTW free speach is not hate speach. Man up!
37	1	a	@USER @USER Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is
38	0	a	@USER Hold up this for real? Am I reading that right? Everything is free?
39	1	a	@USER @USER @USER @USER @USER @USER @USER Exactly Hat @USER  are true Feckers ! I detest them
40	0	a	@USER @USER @USER Have you seen or listened to your ANTIFA pals?
41	0	a	@USER Intruder alarm went off in my house this morning but I have a powerful weapon that this guy wants to take away from me leaving me defenseless. It's called gun control aka ban the guns.
42	0	a	@USER I thought this was more Antifa training at first...😉
43	0	a	@USER Principled conservatives are #Hypocrickets
44	1	a	@USER @USER NOT A SNOWBALLS CHANCE IN HELL DIMWIT DEM. Start taking losing like a man.....err...like a....uhm? Whatever you identify as today. WE WILL #MAGA NOT TIRED OF #WINNING SEE YOU IN NOVEMBER FOR THE #REDWAVERISING2018 YOU CAN'T STOP #ScotusKavenaugh
45	1	a	@USER You turn a dull Tuesday night into a super sexy one! So hot! 🔥🔥🔥
46	1	a	-____-  No other 1st world country has bullshit like this because they don't have BULLSHIT problems like this  Fuck the gun industry and fuck the dipshits enabling them preventing sensible gun control  URL
47	0	a	@USER Another terrorist attack not reported by msm
48	0	a	30+ years as a JUDGE...6 Extensive backgrounds...NOT a peep...link to TRUMP...BOOM... Do conservatives only rape liberals??? URL
49	1	a	@USER noticed you broke away as soon as the senate started talking about the great 4.2 growth rate and salary increases for employees.  Your station is so crooked!!!!   Also negative on the conservatives and praise the liberals!  #DrainTheDeepState #crookedmedia
50	1	a	@USER @USER shut that wanker up
51	0	a	@USER Fast and Furious Holder lol
52	0	a	@USER Let's get to the bottom of this! DM me your zipcode and I'll check it out.  We have your back and we will make sure you are enjoying the BEST that TV has to offer ASAP! *NevinBruce
53	0	a	@USER @USER @USER Any updates re ending your blatant #racism as #Windrush &amp; #Grenfell proves you are  @USER @USER #alloutpolitics #politicslive #PMQs @USER URL
54	0	a	@USER @USER Sharyl Attkisson is NOT the MSM!  She is a truth-teller.
55	1	a	@USER Has any ex Obama administration personal not yet?  See a pattern here folks!  Their actually doing this publicly. The msm is their partner in this treason.  It’s a attempted coup d'etat!!!
56	0	a	@USER All those fund raising dinner party's with oligarchs and their stories of ripping the old Soviet Union to pieces for their own personal gain was a light bulb moment for many @USER . #Brexit will be a very lucrative endeavor for most of them.
57	1	a	@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved.  And “a” hollering? Are you seeing shit AND hearing voices?
58	1	a	"@USER @USER @USER @USER Yes, you are right: not only lefties but (neo) liberals having any trouble. This papers have proper journalistic ethics"" - it's funny 😆😆😆; and  Magyar Nemzet or Népszabadság had ""highest circulation"" - it's also funny /only in the communistic past (before 1989)/ 😆😆😆! URL"
59	1	a	@USER By the way why don’t you move to Haiti ? You liberals seem to make shit holes out of large cities. So go somewhere where it’s already a shit hole so you don’t have to do any work !
